"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,124,"LVA","Latvia",1,"Kurzeme","K",NA,"","Province","Province","",""
2,124,"LVA","Latvia",2,"Latgale","L",NA,"","Province","Province","",""
3,124,"LVA","Latvia",3,"Riga","R",NA,"","Province","Province","",""
4,124,"LVA","Latvia",4,"Vidzeme","V",NA,"","Province","Province","",""
5,124,"LVA","Latvia",5,"Zemgale","Z",NA,"","Province","Province","",""
